"IBC.code","Start.Date","End.Date","Reported.Minimum","Reported.Maximum","Province"
"k14445","23 Dec 2009","23 Dec 2009",2,2,"Nineveh"
"k14446","23 Dec 2009","23 Dec 2009",3,3,"Baghdad"
"k14447","23 Dec 2009","23 Dec 2009",4,4,"Baghdad"
"k14448","23 Dec 2009","23 Dec 2009",1,1,"Baghdad"
"k14449","23 Dec 2009","23 Dec 2009",1,1,"Anbar"
"k14450","23 Dec 2009","23 Dec 2009",1,1,"Baghdad"
"k14438","22 Dec 2009","22 Dec 2009",2,2,"Diyala"
"k14439","22 Dec 2009","22 Dec 2009",1,1,NA
"k14431","21 Dec 2009","21 Dec 2009",2,2,"Nineveh"
"k14432","21 Dec 2009","21 Dec 2009",1,1,"Nineveh"
"k14433","21 Dec 2009","21 Dec 2009",1,1,"Baghdad"
"k14434","21 Dec 2009","21 Dec 2009",1,1,"Nineveh"
"k14435","21 Dec 2009","21 Dec 2009",1,1,"Anbar"
"k14436","21 Dec 2009","21 Dec 2009",1,1,"Baghdad"
"k14437","21 Dec 2009","21 Dec 2009",4,4,"Nineveh"
"k14429","20 Dec 2009","20 Dec 2009",1,1,"Diyala"
"k14430","20 Dec 2009","20 Dec 2009",0,1,"Kirkuk"
"k14425","19 Dec 2009","19 Dec 2009",1,1,"Nineveh"
"k14426","18 Dec 2009","19 Dec 2009",2,2,"Kirkuk"
"k14427","19 Dec 2009","19 Dec 2009",1,1,"Nineveh"
"k14428","19 Dec 2009","19 Dec 2009",1,1,"Nineveh"
"k14417","18 Dec 2009","18 Dec 2009",1,1,"Wasit"
"k14422","18 Dec 2009","18 Dec 2009",1,1,"Sulaymaniyah"
"k14423","18 Dec 2009","18 Dec 2009",1,1,"Salah ad Din"
"k14424","18 Dec 2009","18 Dec 2009",1,1,"Nineveh"
"k14418","17 Dec 2009","17 Dec 2009",1,1,"Nineveh"
"k14419","17 Dec 2009","17 Dec 2009",1,1,"Nineveh"
"k14420","17 Dec 2009","17 Dec 2009",1,3,"Baghdad"
"k14421","17 Dec 2009","17 Dec 2009",1,1,"Nineveh"
"k14409","16 Dec 2009","16 Dec 2009",1,1,"Kirkuk"
"k14410","16 Dec 2009","16 Dec 2009",1,1,"Nineveh"
"k14411","16 Dec 2009","16 Dec 2009",1,1,"Nineveh"
"k14412","16 Dec 2009","16 Dec 2009",1,1,NA
"k14413","15 Dec 2009","16 Dec 2009",1,1,NA
"k14414","14 Dec 2009","16 Dec 2009",1,1,"Nineveh"
"k14415","16 Dec 2009","16 Dec 2009",1,1,"Babil"
"k14416","16 Dec 2009","16 Dec 2009",2,2,"Baghdad"
"k14405","15 Dec 2009","15 Dec 2009",3,3,"Nineveh"
"k14406","15 Dec 2009","15 Dec 2009",1,1,"Nineveh"
"k14407","15 Dec 2009","15 Dec 2009",5,5,"Baghdad"
"k14408","15 Dec 2009","15 Dec 2009",4,5,"Nineveh"
"k14401","14 Dec 2009","14 Dec 2009",2,2,"Diyala"
"k14402","14 Dec 2009","14 Dec 2009",1,1,NA
"k14403","14 Dec 2009","14 Dec 2009",1,1,"Anbar"
"k14396","12 Dec 2009","13 Dec 2009",1,1,"Basra"
"k14397","13 Dec 2009","13 Dec 2009",1,1,"Nineveh"
"k14398","13 Dec 2009","13 Dec 2009",2,2,NA
"k14399","13 Dec 2009","13 Dec 2009",1,1,"Anbar"
"k14400","13 Dec 2009","13 Dec 2009",1,1,"Nineveh"
"k14392","11 Dec 2009","12 Dec 2009",3,3,"Salah ad Din"
"k14393","12 Dec 2009","12 Dec 2009",1,1,"Baghdad"
"k14394","12 Dec 2009","12 Dec 2009",1,1,"Baghdad"
"k14395","12 Dec 2009","12 Dec 2009",3,3,"Kirkuk"
"k14390","11 Dec 2009","11 Dec 2009",1,1,"Baghdad"
"k14391","11 Dec 2009","11 Dec 2009",4,4,NA
"k14387","10 Dec 2009","10 Dec 2009",1,1,"Nineveh"
"k14388","10 Dec 2009","10 Dec 2009",1,1,"Baghdad"
"k14389","9 Dec 2009","10 Dec 2009",1,1,"Salah ad Din"
"k14380","9 Dec 2009","9 Dec 2009",5,5,"Baghdad"
"k14381","9 Dec 2009","9 Dec 2009",1,1,"Baghdad"
"k14382","9 Dec 2009","9 Dec 2009",3,3,"Baghdad"
"k14383","9 Dec 2009","9 Dec 2009",0,1,"Nineveh"
"k14384","9 Dec 2009","9 Dec 2009",2,2,"Baghdad"
"k14385","9 Dec 2009","9 Dec 2009",2,2,"Baghdad"
"k14386","9 Dec 2009","9 Dec 2009",2,2,"Nineveh"
"k14376","8 Dec 2009","8 Dec 2009",1,1,"Anbar"
"k14377","8 Dec 2009","8 Dec 2009",1,1,"Nineveh"
"k14378","8 Dec 2009","8 Dec 2009",1,1,"Arbil"
"k14379","8 Dec 2009","8 Dec 2009",122,127,NA
"k14370","6 Dec 2009","7 Dec 2009",1,1,NA
"k14371","7 Dec 2009","7 Dec 2009",2,2,"Anbar"
"k14372","7 Dec 2009","7 Dec 2009",2,2,"Kirkuk"
"k14373","7 Dec 2009","7 Dec 2009",8,8,"Baghdad"
"k14374","7 Dec 2009","7 Dec 2009",1,1,"Baghdad"
"k14375","7 Dec 2009","7 Dec 2009",5,6,NA
"k14361","6 Dec 2009","6 Dec 2009",2,2,"Salah ad Din"
"k14362","6 Dec 2009","6 Dec 2009",1,1,"Basra"
"k14363","6 Dec 2009","6 Dec 2009",1,1,"Basra"
"k14364","6 Dec 2009","6 Dec 2009",1,1,"Kirkuk"
"k14365","6 Dec 2009","6 Dec 2009",1,1,"Kirkuk"
"k14366","6 Dec 2009","6 Dec 2009",2,2,"Babil"
"k14367","6 Dec 2009","6 Dec 2009",1,1,"Kirkuk"
"k14368","6 Dec 2009","6 Dec 2009",4,4,"Baghdad"
"k14358","5 Dec 2009","5 Dec 2009",3,3,"Nineveh"
"k14359","5 Dec 2009","5 Dec 2009",1,1,"Nineveh"
"k14360","5 Dec 2009","5 Dec 2009",1,1,"Nineveh"
"k14356","4 Dec 2009","4 Dec 2009",1,1,"Kirkuk"
"k14357","4 Dec 2009","4 Dec 2009",1,1,"Salah ad Din"
"k14353","3 Dec 2009","3 Dec 2009",1,1,"Baghdad"
"k14354","3 Dec 2009","3 Dec 2009",1,1,"Baghdad"
"k14355","3 Dec 2009","3 Dec 2009",7,11,"Salah ad Din"
"k14352","2 Dec 2009","2 Dec 2009",1,1,"Baghdad"
"k14345","30 Nov 2009","1 Dec 2009",1,1,"Nineveh"
"k14346","1 Dec 2009","1 Dec 2009",1,1,"Nineveh"
"k14347","1 Dec 2009","1 Dec 2009",1,1,"Diyala"
"k14348","1 Dec 2009","1 Dec 2009",1,1,NA
"k14350","1 Dec 2009","1 Dec 2009",3,3,"Baghdad"
"k14351","1 Dec 2009","1 Dec 2009",1,1,"Baghdad"
"k14341","30 Nov 2009","30 Nov 2009",1,1,"Diyala"
"k14342","30 Nov 2009","30 Nov 2009",1,1,"Basra"
"k14343","30 Nov 2009","30 Nov 2009",1,1,"Nineveh"
"k14344","30 Nov 2009","30 Nov 2009",1,1,"Nineveh"
"k14337","29 Nov 2009","29 Nov 2009",1,1,"Baghdad"
"k14338","29 Nov 2009","29 Nov 2009",1,1,"Nineveh"
"k14339","29 Nov 2009","29 Nov 2009",1,1,"Basra"
"k14340","29 Nov 2009","29 Nov 2009",1,1,"Basra"
"k14335","28 Nov 2009","28 Nov 2009",1,1,"Diyala"
"k14336","28 Nov 2009","28 Nov 2009",1,1,"Baghdad"
"k14330","26 Nov 2009","26 Nov 2009",1,1,"Diyala"
"k14331","26 Nov 2009","26 Nov 2009",1,2,NA
"k14332","26 Nov 2009","26 Nov 2009",1,1,"Baghdad"
"k14333","26 Nov 2009","26 Nov 2009",2,2,NA
"k14334","26 Nov 2009","26 Nov 2009",1,1,"Baghdad"
"k14327","25 Nov 2009","25 Nov 2009",1,1,"Nineveh"
"k14328","25 Nov 2009","25 Nov 2009",6,6,"Salah ad Din"
"k14329","25 Nov 2009","25 Nov 2009",2,4,"Karbala"
"k14323","24 Nov 2009","24 Nov 2009",3,3,"Nineveh"
"k14324","24 Nov 2009","24 Nov 2009",1,1,"Diyala"
"k14325","24 Nov 2009","24 Nov 2009",2,2,"Baghdad"
"k14326","24 Nov 2009","24 Nov 2009",1,1,"Anbar"
"k14322","23 Nov 2009","23 Nov 2009",0,1,"Nineveh"
"k14316","22 Nov 2009","22 Nov 2009",1,1,"Nineveh"
"k14317","22 Nov 2009","22 Nov 2009",1,1,"Nineveh"
"k14318","22 Nov 2009","22 Nov 2009",1,1,"Nineveh"
"k14319","22 Nov 2009","22 Nov 2009",1,1,"Nineveh"
"k14320","22 Nov 2009","22 Nov 2009",1,7,"Anbar"
"k14310","20 Nov 2009","21 Nov 2009",2,2,"Salah ad Din"
"k14311","21 Nov 2009","21 Nov 2009",1,1,"Wasit"
"k14312","21 Nov 2009","21 Nov 2009",1,1,"Baghdad"
"k14313","21 Nov 2009","21 Nov 2009",2,2,"Baghdad"
"k14314","21 Nov 2009","21 Nov 2009",1,1,"Baghdad"
"k14315","21 Nov 2009","21 Nov 2009",1,1,"Nineveh"
"k14307","19 Nov 2009","19 Nov 2009",3,3,"Nineveh"
"k14308","19 Nov 2009","19 Nov 2009",1,1,"Nineveh"
"k14309","19 Nov 2009","19 Nov 2009",1,1,"Nineveh"
"k14305","17 Nov 2009","18 Nov 2009",2,2,"Diyala"
"k14306","18 Nov 2009","18 Nov 2009",1,1,"Diyala"
"k14296","9 Nov 2009","17 Nov 2009",1,1,"Kirkuk"
"k14299","17 Nov 2009","17 Nov 2009",1,1,"Salah ad Din"
"k14300","17 Nov 2009","17 Nov 2009",1,1,"Diyala"
"k14301","17 Nov 2009","17 Nov 2009",1,1,"Kirkuk"
"k14302","17 Nov 2009","17 Nov 2009",1,1,"Kirkuk"
"k14303","17 Nov 2009","17 Nov 2009",1,1,"Basra"
"k14304","17 Nov 2009","17 Nov 2009",1,1,"Diyala"
"k14290","16 Nov 2009","16 Nov 2009",0,4,"Baghdad"
"k14291","16 Nov 2009","16 Nov 2009",1,1,"Nineveh"
"k14292","16 Nov 2009","16 Nov 2009",2,2,"Arbil"
"k14294","16 Nov 2009","16 Nov 2009",3,3,"Nineveh"
"k14295","11 Nov 2009","16 Nov 2009",1,1,"Babil"
"k14297","16 Nov 2009","16 Nov 2009",6,6,"Kirkuk"
"k14298","15 Nov 2009","16 Nov 2009",16,16,"Baghdad"
"k14287","15 Nov 2009","15 Nov 2009",1,1,"Baghdad"
"k14288","15 Nov 2009","15 Nov 2009",1,1,"Nineveh"
"k14289","15 Nov 2009","15 Nov 2009",1,1,"Nineveh"
"k14285","14 Nov 2009","14 Nov 2009",1,1,"Kirkuk"
"k14282","13 Nov 2009","13 Nov 2009",1,1,NA
"k14283","13 Nov 2009","13 Nov 2009",1,1,"Nineveh"
"k14284","13 Nov 2009","13 Nov 2009",1,1,"Nineveh"
"k14286","13 Nov 2009","13 Nov 2009",2,2,"Baghdad"
"k14274","12 Nov 2009","12 Nov 2009",3,3,"Salah ad Din"
"k14275","12 Nov 2009","12 Nov 2009",1,1,"Anbar"
"k14276","12 Nov 2009","12 Nov 2009",2,2,"Diyala"
"k14277","12 Nov 2009","12 Nov 2009",1,1,"Nineveh"
"k14278","12 Nov 2009","12 Nov 2009",1,1,"Nineveh"
"k14279","12 Nov 2009","12 Nov 2009",1,1,"Nineveh"
"k14280","12 Nov 2009","12 Nov 2009",1,1,"Baghdad"
"k14281","12 Nov 2009","12 Nov 2009",2,2,"Babil"
"k14272","11 Nov 2009","11 Nov 2009",2,2,NA
"k14273","11 Nov 2009","11 Nov 2009",1,1,"Salah ad Din"
"k14269","10 Nov 2009","10 Nov 2009",1,1,"Nineveh"
"k14270","10 Nov 2009","10 Nov 2009",0,1,NA
"k14271","10 Nov 2009","10 Nov 2009",0,1,"Kirkuk"
"d5387","10 Nov 2009","10 Nov 2009",3,3,"Wasit"
"k14264","9 Nov 2009","9 Nov 2009",1,1,"Najaf"
"k14265","9 Nov 2009","9 Nov 2009",2,2,"Nineveh"
"k14266","9 Nov 2009","9 Nov 2009",0,2,"Nineveh"
"k14267","6 Nov 2009","9 Nov 2009",1,1,"Wasit"
"k14268","9 Nov 2009","9 Nov 2009",1,1,"Nineveh"
"k14259","8 Nov 2009","8 Nov 2009",2,2,"Baghdad"
"k14260","8 Nov 2009","8 Nov 2009",0,3,"Nineveh"
"k14261","8 Nov 2009","8 Nov 2009",1,1,"Salah ad Din"
"k14262","8 Nov 2009","8 Nov 2009",0,1,"Kirkuk"
"k14263","8 Nov 2009","8 Nov 2009",1,1,"Kirkuk"
"k14254","7 Nov 2009","7 Nov 2009",3,3,NA
"k14255","7 Nov 2009","7 Nov 2009",8,8,"Sulaymaniyah"
"k14256","7 Nov 2009","7 Nov 2009",1,1,"Nineveh"
"k14257","7 Nov 2009","7 Nov 2009",1,1,"Wasit"
"k14258","7 Nov 2009","7 Nov 2009",1,1,"Baghdad"
"k14252","6 Nov 2009","6 Nov 2009",1,1,"Nineveh"
"k14246","5 Nov 2009","5 Nov 2009",1,1,"Diyala"
"k14247","5 Nov 2009","5 Nov 2009",1,1,"Kirkuk"
"k14248","5 Nov 2009","5 Nov 2009",1,1,"Diyala"
"k14249","5 Nov 2009","5 Nov 2009",1,1,"Nineveh"
"k14250","5 Nov 2009","5 Nov 2009",1,3,"Anbar"
"k14251","5 Nov 2009","5 Nov 2009",2,2,"Babil"
"k14243","4 Nov 2009","4 Nov 2009",1,1,"Diyala"
"k14244","4 Nov 2009","4 Nov 2009",2,2,"Nineveh"
"k14245","4 Nov 2009","4 Nov 2009",1,3,"Baghdad"
"k14253","4 Nov 2009","4 Nov 2009",1,1,"Nineveh"
"k14239","3 Nov 2009","3 Nov 2009",2,2,"Diyala"
"k14240","3 Nov 2009","3 Nov 2009",1,1,"Anbar"
"k14241","3 Nov 2009","3 Nov 2009",1,1,"Nineveh"
"k14242","3 Nov 2009","3 Nov 2009",1,1,"Diyala"
"k14237","2 Nov 2009","2 Nov 2009",1,1,"Nineveh"
"k14238","2 Nov 2009","2 Nov 2009",1,2,"Diyala"
"k14207","1 Nov 2009","1 Nov 2009",3,3,"Babil"
"k14229","1 Nov 2009","1 Nov 2009",1,1,"Kirkuk"
"k14230","1 Nov 2009","1 Nov 2009",1,1,"Nineveh"
"k14231","1 Nov 2009","1 Nov 2009",1,1,"Nineveh"
"k14232","1 Nov 2009","1 Nov 2009",1,1,"Baghdad"
"k14233","1 Nov 2009","1 Nov 2009",1,1,"Diyala"
"k14234","1 Nov 2009","1 Nov 2009",2,3,"Anbar"
"k14235","1 Nov 2009","1 Nov 2009",6,6,"Babil"
"k14236","1 Nov 2009","1 Nov 2009",1,4,"Karbala"
"k14228","31 Oct 2009","31 Oct 2009",1,1,"Kirkuk"
"k14223","30 Oct 2009","30 Oct 2009",1,1,"Nineveh"
"k14224","30 Oct 2009","30 Oct 2009",1,1,"Nineveh"
"k14225","30 Oct 2009","30 Oct 2009",1,1,"Salah ad Din"
"k14226","30 Oct 2009","30 Oct 2009",1,1,"Baghdad"
"k14219","29 Oct 2009","29 Oct 2009",1,1,"Nineveh"
"k14220","29 Oct 2009","29 Oct 2009",1,1,"Diyala"
"k14222","29 Oct 2009","29 Oct 2009",1,1,"Baghdad"
"k14215","28 Oct 2009","28 Oct 2009",1,1,"Nineveh"
"k14216","28 Oct 2009","28 Oct 2009",1,1,"Diyala"
"k14217","28 Oct 2009","28 Oct 2009",3,3,"Baghdad"
"k14218","28 Oct 2009","28 Oct 2009",4,4,"Nineveh"
"k14209","27 Oct 2009","27 Oct 2009",1,1,"Salah ad Din"
"k14210","27 Oct 2009","27 Oct 2009",3,3,"Nineveh"
"k14211","27 Oct 2009","27 Oct 2009",2,2,"Salah ad Din"
"k14212","27 Oct 2009","27 Oct 2009",1,1,"Nineveh"
"k14213","27 Oct 2009","27 Oct 2009",1,1,"Nineveh"
"k14214","27 Oct 2009","27 Oct 2009",0,1,"Nineveh"
"k14205","26 Oct 2009","26 Oct 2009",1,1,"Nineveh"
"k14206","26 Oct 2009","26 Oct 2009",2,2,"Nineveh"
"k14208","26 Oct 2009","26 Oct 2009",3,3,"Karbala"
"k14200","23 Oct 2009","25 Oct 2009",1,1,"Kirkuk"
"k14202","25 Oct 2009","25 Oct 2009",1,1,"Nineveh"
"k14203","25 Oct 2009","25 Oct 2009",150,152,NA
"k14198","24 Oct 2009","24 Oct 2009",1,1,NA
"k14199","24 Oct 2009","24 Oct 2009",1,1,"Salah ad Din"
"k14194","23 Oct 2009","23 Oct 2009",1,1,"Baghdad"
"k14195","23 Oct 2009","23 Oct 2009",2,2,"Anbar"
"k14196","23 Oct 2009","23 Oct 2009",1,1,"Nineveh"
"k14197","23 Oct 2009","23 Oct 2009",1,1,"Nineveh"
"k14179","21 Oct 2009","22 Oct 2009",8,8,NA
"k14187","22 Oct 2009","22 Oct 2009",4,4,"Diyala"
"k14191","22 Oct 2009","22 Oct 2009",1,1,"Nineveh"
"k14192","22 Oct 2009","22 Oct 2009",1,1,"Baghdad"
"k14193","22 Oct 2009","22 Oct 2009",1,1,"Nineveh"
"k14174","21 Oct 2009","21 Oct 2009",2,2,"Nineveh"
"k14175","20 Oct 2009","21 Oct 2009",1,1,"Wasit"
"k14177","21 Oct 2009","21 Oct 2009",2,2,"Nineveh"
"k14178","21 Oct 2009","21 Oct 2009",1,1,"Anbar"
"k14180","21 Oct 2009","21 Oct 2009",1,1,"Nineveh"
"k14181","21 Oct 2009","21 Oct 2009",1,1,"Nineveh"
"k14182","21 Oct 2009","21 Oct 2009",1,1,"Kirkuk"
"k14183","21 Oct 2009","21 Oct 2009",2,2,"Babil"
"k14184","21 Oct 2009","21 Oct 2009",1,2,"Nineveh"
"k14185","21 Oct 2009","21 Oct 2009",2,2,"Nineveh"
"k14186","21 Oct 2009","21 Oct 2009",1,1,"Kirkuk"
"k14189","21 Oct 2009","21 Oct 2009",1,1,"Nineveh"
"k14190","21 Oct 2009","21 Oct 2009",1,1,"Nineveh"
"k14165","20 Oct 2009","20 Oct 2009",3,3,"Nineveh"
"k14166","20 Oct 2009","20 Oct 2009",1,1,"Nineveh"
"k14167","20 Oct 2009","20 Oct 2009",1,1,"Nineveh"
"k14168","19 Oct 2009","20 Oct 2009",1,1,"Babil"
"k14169","20 Oct 2009","20 Oct 2009",2,2,"Nineveh"
"k14170","20 Oct 2009","20 Oct 2009",1,1,NA
"k14171","20 Oct 2009","20 Oct 2009",1,1,"Baghdad"
"k14172","20 Oct 2009","20 Oct 2009",1,1,"Diyala"
"k14173","20 Oct 2009","20 Oct 2009",4,4,"Anbar"
"k14161","19 Oct 2009","19 Oct 2009",1,1,"Diyala"
"k14162","19 Oct 2009","19 Oct 2009",2,2,"Anbar"
"k14163","19 Oct 2009","19 Oct 2009",1,1,NA
"k14164","19 Oct 2009","19 Oct 2009",1,1,"Baghdad"
"k14154","18 Oct 2009","18 Oct 2009",1,1,"Baghdad"
"k14155","18 Oct 2009","18 Oct 2009",0,1,"Babil"
"k14156","18 Oct 2009","18 Oct 2009",2,2,NA
"k14157","18 Oct 2009","18 Oct 2009",3,4,"Baghdad"
"k14158","18 Oct 2009","18 Oct 2009",5,5,"Baghdad"
"k14159","18 Oct 2009","18 Oct 2009",1,1,"Baghdad"
"k14160","18 Oct 2009","18 Oct 2009",1,1,"Baghdad"
"k14149","17 Oct 2009","17 Oct 2009",1,1,"Nineveh"
"k14150","17 Oct 2009","17 Oct 2009",1,1,"Nineveh"
"k14151","17 Oct 2009","17 Oct 2009",1,1,"Nineveh"
"k14152","17 Oct 2009","17 Oct 2009",1,1,"Anbar"
"k14153","17 Oct 2009","17 Oct 2009",1,1,"Nineveh"
"k14146","16 Oct 2009","16 Oct 2009",1,1,"Nineveh"
"k14147","16 Oct 2009","16 Oct 2009",1,1,NA
"k14136","14 Oct 2009","15 Oct 2009",0,1,"Salah ad Din"
"k14140","15 Oct 2009","15 Oct 2009",1,1,"Diyala"
"k14141","15 Oct 2009","15 Oct 2009",1,1,"Nineveh"
"k14142","15 Oct 2009","15 Oct 2009",1,1,"Anbar"
"k14143","15 Oct 2009","15 Oct 2009",0,1,"Baghdad"
"k14144","15 Oct 2009","15 Oct 2009",1,1,"Nineveh"
"k14145","15 Oct 2009","15 Oct 2009",1,1,"Nineveh"
"k14148","15 Oct 2009","15 Oct 2009",14,15,"Nineveh"
"k14137","14 Oct 2009","14 Oct 2009",1,1,"Nineveh"
"k14138","14 Oct 2009","14 Oct 2009",8,8,"Baghdad"
"k14139","14 Oct 2009","14 Oct 2009",2,6,"Karbala"
"k14135","13 Oct 2009","13 Oct 2009",8,8,"Diyala"
"k14130","12 Oct 2009","12 Oct 2009",1,1,"Nineveh"
"k14131","12 Oct 2009","12 Oct 2009",2,2,"Diyala"
"k14132","12 Oct 2009","12 Oct 2009",1,1,"Diyala"
"k14133","12 Oct 2009","12 Oct 2009",1,1,"Baghdad"
"k14134","12 Oct 2009","12 Oct 2009",1,1,"Nineveh"
"k14128","11 Oct 2009","11 Oct 2009",1,1,"Baghdad"
"k14129","11 Oct 2009","11 Oct 2009",25,26,"Anbar"
"k14122","9 Oct 2009","10 Oct 2009",1,1,"Nineveh"
"k14124","10 Oct 2009","10 Oct 2009",1,1,"Nineveh"
"k14125","10 Oct 2009","10 Oct 2009",1,1,"Nineveh"
"k14126","10 Oct 2009","10 Oct 2009",1,1,"Nineveh"
"k14127","10 Oct 2009","10 Oct 2009",1,1,"Nineveh"
"k14121","9 Oct 2009","9 Oct 2009",1,1,"Kirkuk"
"k14123","9 Oct 2009","9 Oct 2009",1,3,"Anbar"
"k14119","8 Oct 2009","8 Oct 2009",2,2,"Baghdad"
"k14120","8 Oct 2009","8 Oct 2009",3,3,NA
"k14112","7 Oct 2009","7 Oct 2009",0,2,"Nineveh"
"k14113","7 Oct 2009","7 Oct 2009",1,1,"Nineveh"
"k14114","7 Oct 2009","7 Oct 2009",1,1,"Nineveh"
"k14115","7 Oct 2009","7 Oct 2009",1,1,"Baghdad"
"k14116","7 Oct 2009","7 Oct 2009",2,2,NA
"k14118","7 Oct 2009","7 Oct 2009",1,1,NA
"k14108","6 Oct 2009","6 Oct 2009",1,1,"Baghdad"
"k14109","23 Apr 2007","6 Oct 2009",3,3,"Salah ad Din"
"k14110","6 Oct 2009","6 Oct 2009",2,2,"Basra"
"k14111","6 Oct 2009","6 Oct 2009",9,9,"Anbar"
"k14101","4 Oct 2009","5 Oct 2009",1,1,"Nineveh"
"k14103","5 Oct 2009","5 Oct 2009",1,1,"Diyala"
"k14104","5 Oct 2009","5 Oct 2009",2,2,"Nineveh"
"k14105","5 Oct 2009","5 Oct 2009",1,1,"Anbar"
"k14106","1 Oct 2009","5 Oct 2009",1,1,"Kirkuk"
"k14107","5 Oct 2009","5 Oct 2009",6,6,"Anbar"
"k14100","4 Oct 2009","4 Oct 2009",1,1,"Baghdad"
"k14102","4 Oct 2009","4 Oct 2009",1,1,NA
"k14096","3 Oct 2009","3 Oct 2009",1,1,"Baghdad"
"k14097","3 Oct 2009","3 Oct 2009",1,1,"Baghdad"
"k14098","3 Oct 2009","3 Oct 2009",1,1,"Nineveh"
"k14099","3 Oct 2009","3 Oct 2009",1,1,"Nineveh"
"k14092","2 Oct 2009","2 Oct 2009",1,1,"Diyala"
"k14093","2 Oct 2009","2 Oct 2009",1,1,"Diyala"
"k14094","2 Oct 2009","2 Oct 2009",1,1,"Nineveh"
"k14095","2 Oct 2009","2 Oct 2009",0,1,"Diyala"
"k14090","1 Oct 2009","1 Oct 2009",1,1,"Nineveh"
"k14091","1 Oct 2009","1 Oct 2009",1,1,"Anbar"
"k14086","30 Sep 2009","30 Sep 2009",1,1,"Basra"
"k14087","30 Sep 2009","30 Sep 2009",1,1,"Nineveh"
"k14088","30 Sep 2009","30 Sep 2009",1,1,"Baghdad"
"k14089","30 Sep 2009","30 Sep 2009",1,1,"Baghdad"
"k14077","29 Sep 2009","29 Sep 2009",1,1,"Diyala"
"k14078","29 Sep 2009","29 Sep 2009",1,1,"Baghdad"
"k14079","29 Sep 2009","29 Sep 2009",1,1,NA
"k14081","29 Sep 2009","29 Sep 2009",1,1,"Nineveh"
"k14082","29 Sep 2009","29 Sep 2009",1,1,"Nineveh"
"k14083","29 Sep 2009","29 Sep 2009",1,1,"Nineveh"
"k14084","29 Sep 2009","29 Sep 2009",1,1,"Nineveh"
"k14071","28 Sep 2009","28 Sep 2009",1,1,"Nineveh"
"k14072","28 Sep 2009","28 Sep 2009",2,2,"Diyala"
"k14073","28 Sep 2009","28 Sep 2009",1,1,"Diyala"
"k14074","28 Sep 2009","28 Sep 2009",2,3,"Nineveh"
"k14075","28 Sep 2009","28 Sep 2009",7,7,"Anbar"
"k14076","28 Sep 2009","28 Sep 2009",3,6,"Qadisiyyah"
"k14080","28 Sep 2009","28 Sep 2009",0,1,"Nineveh"
"k14068","27 Sep 2009","27 Sep 2009",1,1,"Anbar"
"k14069","27 Sep 2009","27 Sep 2009",2,4,"Anbar"
"k14070","27 Sep 2009","27 Sep 2009",1,1,"Nineveh"
"k14062","26 Sep 2009","26 Sep 2009",2,2,"Nineveh"
"k14063","26 Sep 2009","26 Sep 2009",1,1,"Maysan"
"k14064","26 Sep 2009","26 Sep 2009",1,1,"Nineveh"
"k14065","26 Sep 2009","26 Sep 2009",1,1,"Nineveh"
"k14066","26 Sep 2009","26 Sep 2009",2,2,"Anbar"
"k14067","26 Sep 2009","26 Sep 2009",1,1,"Nineveh"
"k14059","25 Sep 2009","25 Sep 2009",2,2,"Nineveh"
"k14060","25 Sep 2009","25 Sep 2009",2,2,"Nineveh"
"k14056","24 Sep 2009","24 Sep 2009",2,2,"Nineveh"
"k14057","24 Sep 2009","24 Sep 2009",1,1,"Nineveh"
"k14058","24 Sep 2009","24 Sep 2009",2,2,"Nineveh"
"k14050","23 Sep 2009","23 Sep 2009",2,2,"Nineveh"
"k14051","23 Sep 2009","23 Sep 2009",3,3,"Baghdad"
"k14052","23 Sep 2009","23 Sep 2009",1,1,"Baghdad"
"k14053","23 Sep 2009","23 Sep 2009",1,1,"Nineveh"
"k14054","23 Sep 2009","23 Sep 2009",1,1,"Nineveh"
"k14055","23 Sep 2009","23 Sep 2009",1,1,"Nineveh"
"d5386","23 Sep 2009","23 Sep 2009",1,1,NA
"k14049","21 Sep 2009","21 Sep 2009",3,3,"Babil"
"k14046","20 Sep 2009","20 Sep 2009",1,1,"Basra"
"k14047","20 Sep 2009","20 Sep 2009",4,4,"Baghdad"
"k14048","20 Sep 2009","20 Sep 2009",1,1,"Nineveh"
"k15570","20 Sep 2009","20 Sep 2009",1,1,"Baghdad"
"k14040","19 Sep 2009","19 Sep 2009",1,1,"Nineveh"
"k14041","19 Sep 2009","19 Sep 2009",1,1,"Nineveh"
"k14042","19 Sep 2009","19 Sep 2009",2,2,"Basra"
"k14043","19 Sep 2009","19 Sep 2009",1,1,"Nineveh"
"k14044","19 Sep 2009","19 Sep 2009",1,1,"Nineveh"
"k14045","19 Sep 2009","19 Sep 2009",1,2,"Nineveh"
"k14038","18 Sep 2009","18 Sep 2009",2,2,"Karbala"
"k14039","18 Sep 2009","18 Sep 2009",7,7,"Baghdad"
"k14032","17 Sep 2009","17 Sep 2009",1,1,"Babil"
"k14033","17 Sep 2009","17 Sep 2009",2,2,"Anbar"
"k14034","17 Sep 2009","17 Sep 2009",1,1,"Nineveh"
"k14035","17 Sep 2009","17 Sep 2009",1,1,"Nineveh"
"k14036","17 Sep 2009","17 Sep 2009",0,1,"Salah ad Din"
"k14037","17 Sep 2009","17 Sep 2009",3,3,"Nineveh"
"k14022","16 Sep 2009","16 Sep 2009",1,1,"Baghdad"
