"IBC.code","Start.Date","End.Date","Reported.Minimum","Reported.Maximum","Province"
"k14856","6 Apr 2010","6 Apr 2010",1,1,"Nineveh"
"k14857","6 Apr 2010","6 Apr 2010",1,1,"Nineveh"
"k14857","6 Apr 2010","6 Apr 2010",1,1,"Nineveh"
"k14859","6 Apr 2010","6 Apr 2010",2,2,"Babil"
"k14860","6 Apr 2010","6 Apr 2010",53,54,"Baghdad"
"k14851","5 Apr 2010","5 Apr 2010",1,1,"Nineveh"
"k14852","5 Apr 2010","5 Apr 2010",1,1,"Basra"
"k14853","5 Apr 2010","5 Apr 2010",6,6,NA
"k14854","5 Apr 2010","5 Apr 2010",1,1,"Baghdad"
"k14845","3 Apr 2010","4 Apr 2010",1,1,"Baghdad"
"k14846","4 Apr 2010","4 Apr 2010",1,1,"Nineveh"
"k14847","4 Apr 2010","4 Apr 2010",1,1,"Anbar"
"k14849","4 Apr 2010","4 Apr 2010",3,3,"Nineveh"
"k14850","4 Apr 2010","4 Apr 2010",39,50,"Baghdad"
"k14841","2 Apr 2010","3 Apr 2010",25,25,"Baghdad"
"k14842","20 Mar 2010","3 Apr 2010",1,1,"Nineveh"
"k14843","3 Apr 2010","3 Apr 2010",2,2,"Kirkuk"
"k14844","3 Apr 2010","3 Apr 2010",1,1,"Baghdad"
"k14848","3 Apr 2010","3 Apr 2010",2,2,"Baghdad"
"k14839","2 Apr 2010","2 Apr 2010",1,1,"Nineveh"
"k14840","2 Apr 2010","2 Apr 2010",2,2,"Diyala"
"k14837","1 Apr 2010","1 Apr 2010",2,2,"Nineveh"
"k14838","1 Apr 2010","1 Apr 2010",1,1,NA
"k14830","31 Mar 2010","31 Mar 2010",1,1,"Nineveh"
"k14831","31 Mar 2010","31 Mar 2010",2,2,"Nineveh"
"k14832","31 Mar 2010","31 Mar 2010",1,1,"Nineveh"
"k14833","31 Mar 2010","31 Mar 2010",2,2,"Baghdad"
"k14834","31 Mar 2010","31 Mar 2010",1,1,NA
"k14835","31 Mar 2010","31 Mar 2010",1,1,"Baghdad"
"k14836","31 Mar 2010","31 Mar 2010",1,1,"Baghdad"
"k14823","29 Mar 2010","30 Mar 2010",1,1,"Babil"
"k14825","30 Mar 2010","30 Mar 2010",1,1,"Nineveh"
"k14826","30 Mar 2010","30 Mar 2010",1,1,"Nineveh"
"k14827","30 Mar 2010","30 Mar 2010",1,1,"Nineveh"
"k14828","30 Mar 2010","30 Mar 2010",1,1,"Kirkuk"
"k14829","30 Mar 2010","30 Mar 2010",2,2,"Nineveh"
"k14821","29 Mar 2010","29 Mar 2010",1,1,"Kirkuk"
"k14822","29 Mar 2010","29 Mar 2010",1,1,"Baghdad"
"k14824","29 Mar 2010","29 Mar 2010",5,11,"Karbala"
"k14817","28 Mar 2010","28 Mar 2010",3,3,"Diyala"
"k14818","28 Mar 2010","28 Mar 2010",2,2,"Nineveh"
"k14819","28 Mar 2010","28 Mar 2010",1,1,"Nineveh"
"k14820","28 Mar 2010","28 Mar 2010",3,6,"Anbar"
"k14813","27 Mar 2010","27 Mar 2010",2,2,"Nineveh"
"k14814","27 Mar 2010","27 Mar 2010",1,1,"Nineveh"
"k14815","27 Mar 2010","27 Mar 2010",2,2,"Diyala"
"k14816","27 Mar 2010","27 Mar 2010",1,1,"Baghdad"
"k14806","25 Mar 2010","25 Mar 2010",1,1,"Anbar"
"k14807","25 Mar 2010","25 Mar 2010",1,1,"Salah ad Din"
"k14808","25 Mar 2010","25 Mar 2010",2,2,"Kirkuk"
"k14809","25 Mar 2010","25 Mar 2010",1,1,"Baghdad"
"k14810","25 Mar 2010","25 Mar 2010",2,2,"Baghdad"
"k14811","25 Mar 2010","25 Mar 2010",1,1,"Wasit"
"k14812","25 Mar 2010","25 Mar 2010",59,80,"Diyala"
"k14801","24 Mar 2010","24 Mar 2010",1,1,"Nineveh"
"k14802","24 Mar 2010","24 Mar 2010",1,1,NA
"k14803","24 Mar 2010","24 Mar 2010",0,1,"Diyala"
"k14804","24 Mar 2010","24 Mar 2010",1,1,"Nineveh"
"k14805","24 Mar 2010","24 Mar 2010",3,4,"Anbar"
"k14799","23 Mar 2010","23 Mar 2010",1,1,"Babil"
"k14800","23 Mar 2010","23 Mar 2010",1,1,"Diyala"
"k14796","22 Mar 2010","22 Mar 2010",1,1,"Nineveh"
"k14797","22 Mar 2010","22 Mar 2010",2,2,"Baghdad"
"k14798","22 Mar 2010","22 Mar 2010",2,2,"Baghdad"
"k14791","19 Mar 2010","21 Mar 2010",1,1,NA
"k14792","21 Mar 2010","21 Mar 2010",3,3,NA
"k14793","21 Mar 2010","21 Mar 2010",1,1,"Baghdad"
"k14794","21 Mar 2010","21 Mar 2010",2,2,"Anbar"
"k14795","21 Mar 2010","21 Mar 2010",1,1,"Nineveh"
"K14788","19 Mar 2010","19 Mar 2010",2,2,"Diyala"
"k14789","19 Mar 2010","19 Mar 2010",1,1,"Diyala"
"k14790","19 Mar 2010","19 Mar 2010",1,2,"Baghdad"
"k14781","18 Mar 2010","18 Mar 2010",1,1,"Nineveh"
"k14782","18 Mar 2010","18 Mar 2010",1,1,"Nineveh"
"k14783","18 Mar 2010","18 Mar 2010",1,1,"Nineveh"
"k14784","18 Mar 2010","18 Mar 2010",1,1,"Baghdad"
"k14785","18 Mar 2010","18 Mar 2010",1,1,"Baghdad"
"k14786","17 Mar 2010","18 Mar 2010",2,2,"Salah ad Din"
"k14787","18 Mar 2010","18 Mar 2010",2,2,"Nineveh"
"k14778","17 Mar 2010","17 Mar 2010",1,1,"Anbar"
"k14779","17 Mar 2010","17 Mar 2010",1,1,"Nineveh"
"k14780","17 Mar 2010","17 Mar 2010",1,1,"Nineveh"
"k14773","16 Mar 2010","16 Mar 2010",1,1,"Nineveh"
"k14774","16 Mar 2010","16 Mar 2010",2,2,"Nineveh"
"k14775","16 Mar 2010","16 Mar 2010",1,1,"Salah ad Din"
"k14776","16 Mar 2010","16 Mar 2010",8,8,"Babil"
"k14777","15 Mar 2010","16 Mar 2010",2,2,"Babil"
"k14767","15 Mar 2010","15 Mar 2010",1,1,NA
"k14768","15 Mar 2010","15 Mar 2010",1,1,"Nineveh"
"k14769","15 Mar 2010","15 Mar 2010",1,1,"Nineveh"
"k14770","15 Mar 2010","15 Mar 2010",1,1,"Kirkuk"
"k14771","15 Mar 2010","15 Mar 2010",7,8,"Anbar"
"k14772","15 Mar 2010","15 Mar 2010",1,1,"Nineveh"
"d4627","14 Mar 2010","15 Mar 2010",1,1,"Baghdad"
"k14760","14 Mar 2010","14 Mar 2010",1,1,"Nineveh"
"k14761","14 Mar 2010","14 Mar 2010",1,1,"Nineveh"
"k14762","14 Mar 2010","14 Mar 2010",4,4,"Nineveh"
"k14763","14 Mar 2010","14 Mar 2010",2,2,"Nineveh"
"k14764","13 Mar 2010","14 Mar 2010",2,2,"Baghdad"
"k14765","14 Mar 2010","14 Mar 2010",1,1,"Nineveh"
"k14766","14 Mar 2010","14 Mar 2010",1,1,"Nineveh"
"k14756","13 Mar 2010","13 Mar 2010",0,2,"Salah ad Din"
"k14757","13 Mar 2010","13 Mar 2010",1,1,"Nineveh"
"k14758","13 Mar 2010","13 Mar 2010",1,1,"Baghdad"
"k14759","13 Mar 2010","13 Mar 2010",1,1,"Nineveh"
"k14754","12 Mar 2010","12 Mar 2010",2,2,"Karbala"
"k14755","12 Mar 2010","12 Mar 2010",1,1,"Anbar"
"k14751","10 Mar 2010","10 Mar 2010",2,2,"Baghdad"
"k14752","10 Mar 2010","10 Mar 2010",1,1,"Anbar"
"k14753","10 Mar 2010","10 Mar 2010",1,1,"Nineveh"
"k14746","9 Mar 2010","9 Mar 2010",1,1,"Karbala"
"k14747","9 Mar 2010","9 Mar 2010",1,1,"Nineveh"
"k14748","9 Mar 2010","9 Mar 2010",1,1,"Nineveh"
"k14749","9 Mar 2010","9 Mar 2010",1,1,"Anbar"
"k14750","9 Mar 2010","9 Mar 2010",1,1,"Baghdad"
"k14745","8 Mar 2010","8 Mar 2010",2,2,"Anbar"
"k14735","7 Mar 2010","7 Mar 2010",1,1,"Diyala"
"k14736","7 Mar 2010","7 Mar 2010",1,1,"Nineveh"
"k14737","7 Mar 2010","7 Mar 2010",1,1,"Nineveh"
"k14738","7 Mar 2010","7 Mar 2010",1,1,"Baghdad"
"k14739","7 Mar 2010","7 Mar 2010",1,1,"Baghdad"
"k14740","7 Mar 2010","7 Mar 2010",4,4,"Baghdad"
"k14741","7 Mar 2010","7 Mar 2010",2,2,"Baghdad"
"k14742","7 Mar 2010","7 Mar 2010",2,2,"Baghdad"
"k14743","7 Mar 2010","7 Mar 2010",4,4,"Baghdad"
"k14744","7 Mar 2010","7 Mar 2010",25,25,"Baghdad"
"k14733","6 Mar 2010","6 Mar 2010",3,4,"Najaf"
"k14734","6 Mar 2010","6 Mar 2010",1,1,"Anbar"
"k14732","5 Mar 2010","5 Mar 2010",1,1,NA
"k14731","4 Mar 2010","4 Mar 2010",7,7,"Baghdad"
"k14726","3 Mar 2010","3 Mar 2010",1,1,"Baghdad"
"k14727","3 Mar 2010","3 Mar 2010",1,1,"Nineveh"
"k14728","3 Mar 2010","3 Mar 2010",1,1,"Nineveh"
"k14729","3 Mar 2010","3 Mar 2010",2,2,NA
"k14730","3 Mar 2010","3 Mar 2010",30,33,"Diyala"
"k14724","2 Mar 2010","2 Mar 2010",1,1,"Nineveh"
"k14725","2 Mar 2010","2 Mar 2010",1,1,"Baghdad"
"k14721","1 Mar 2010","1 Mar 2010",1,2,NA
"k14723","1 Mar 2010","1 Mar 2010",2,2,"Basra"
"k14719","28 Feb 2010","28 Feb 2010",1,1,"Kirkuk"
"k14720","28 Feb 2010","28 Feb 2010",1,1,"Baghdad"
"k14722","28 Feb 2010","28 Feb 2010",1,1,NA
"k14715","25 Feb 2010","26 Feb 2010",1,1,NA
"k14716","26 Feb 2010","26 Feb 2010",2,2,"Nineveh"
"k14717","26 Feb 2010","26 Feb 2010",1,1,"Baghdad"
"k14708","25 Feb 2010","25 Feb 2010",1,1,"Nineveh"
"k14709","25 Feb 2010","25 Feb 2010",1,1,"Nineveh"
"k14710","25 Feb 2010","25 Feb 2010",1,1,"Nineveh"
"k14711","25 Feb 2010","25 Feb 2010",1,1,"Nineveh"
"k14712","25 Feb 2010","25 Feb 2010",1,1,"Nineveh"
"k14713","25 Feb 2010","25 Feb 2010",2,2,"Nineveh"
"k14714","25 Feb 2010","25 Feb 2010",1,1,"Nineveh"
"k14707","24 Feb 2010","24 Feb 2010",1,1,"Baghdad"
"k14699","23 Feb 2010","23 Feb 2010",1,1,"Kirkuk"
"k14700","23 Feb 2010","23 Feb 2010",1,1,"Nineveh"
"k14701","23 Feb 2010","23 Feb 2010",2,2,"Nineveh"
"k14702","23 Feb 2010","23 Feb 2010",2,2,"Nineveh"
"k14703","23 Feb 2010","23 Feb 2010",1,1,"Nineveh"
"k14704","23 Feb 2010","23 Feb 2010",1,1,"Nineveh"
"k14705","23 Feb 2010","23 Feb 2010",3,3,"Nineveh"
"k14706","23 Feb 2010","23 Feb 2010",1,1,"Baghdad"
"k14691","22 Feb 2010","22 Feb 2010",2,2,"Baghdad"
"k14692","22 Feb 2010","22 Feb 2010",1,1,"Kirkuk"
"k14693","21 Feb 2010","22 Feb 2010",4,4,"Baghdad"
"k14694","21 Feb 2010","22 Feb 2010",1,1,"Baghdad"
"k14695","22 Feb 2010","22 Feb 2010",2,2,"Nineveh"
"k14696","22 Feb 2010","22 Feb 2010",1,1,"Baghdad"
"k14697","22 Feb 2010","22 Feb 2010",5,5,"Anbar"
"k14698","22 Feb 2010","22 Feb 2010",1,1,"Kirkuk"
"k14718","22 Feb 2010","22 Feb 2010",9,9,"Baghdad"
"k14686","21 Feb 2010","21 Feb 2010",1,1,"Baghdad"
"k14687","21 Feb 2010","21 Feb 2010",4,4,NA
"k14688","21 Feb 2010","21 Feb 2010",1,1,"Nineveh"
"k14689","21 Feb 2010","21 Feb 2010",1,1,"Salah ad Din"
"k14690","21 Feb 2010","21 Feb 2010",1,1,"Baghdad"
"k14684","20 Feb 2010","20 Feb 2010",3,3,"Nineveh"
"k14685","13 Feb 2010","20 Feb 2010",1,1,"Nineveh"
"d4628","20 Feb 2010","20 Feb 2010",1,1,"Baghdad"
"k14679","18 Feb 2010","19 Feb 2010",1,1,"Nineveh"
"k14683","19 Feb 2010","19 Feb 2010",1,1,"Nineveh"
"k14680","18 Feb 2010","18 Feb 2010",1,1,"Maysan"
"k14681","18 Feb 2010","18 Feb 2010",1,1,"Baghdad"
"k14682","18 Feb 2010","18 Feb 2010",12,13,"Anbar"
"k14675","17 Feb 2010","17 Feb 2010",1,1,"Nineveh"
"k14676","17 Feb 2010","17 Feb 2010",1,1,"Nineveh"
"k14677","17 Feb 2010","17 Feb 2010",3,3,"Arbil"
"k14673","16 Feb 2010","16 Feb 2010",2,2,"Nineveh"
"k14674","16 Feb 2010","16 Feb 2010",1,1,"Nineveh"
"k14678","13 Feb 2010","16 Feb 2010",1,1,"Nineveh"
"k14666","15 Feb 2010","15 Feb 2010",1,1,"Nineveh"
"k14667","15 Feb 2010","15 Feb 2010",1,1,"Nineveh"
"k14668","15 Feb 2010","15 Feb 2010",2,2,"Nineveh"
"k14669","15 Feb 2010","15 Feb 2010",1,1,"Nineveh"
"k14670","15 Feb 2010","15 Feb 2010",1,1,NA
"k14671","15 Feb 2010","15 Feb 2010",1,1,"Nineveh"
"k14672","15 Feb 2010","15 Feb 2010",1,1,"Baghdad"
"k14656","13 Feb 2010","14 Feb 2010",2,2,"Baghdad"
"k14657","14 Feb 2010","14 Feb 2010",1,1,"Baghdad"
"k14658","14 Feb 2010","14 Feb 2010",2,2,"Diyala"
"k14659","14 Feb 2010","14 Feb 2010",1,1,"Nineveh"
"k14660","14 Feb 2010","14 Feb 2010",1,1,"Nineveh"
"k14661","14 Feb 2010","14 Feb 2010",2,2,"Nineveh"
"k14662","14 Feb 2010","14 Feb 2010",1,1,"Nineveh"
"k14663","14 Feb 2010","14 Feb 2010",1,1,"Kirkuk"
"k14664","14 Feb 2010","14 Feb 2010",1,1,"Baghdad"
"k14665","14 Feb 2010","14 Feb 2010",1,1,"Nineveh"
"k14652","13 Feb 2010","13 Feb 2010",1,1,"Nineveh"
"k14653","13 Feb 2010","13 Feb 2010",1,1,"Wasit"
"k14654","13 Feb 2010","13 Feb 2010",1,1,"Nineveh"
"k14655","13 Feb 2010","13 Feb 2010",1,1,"Nineveh"
"k14649","12 Feb 2010","12 Feb 2010",2,2,"Diyala"
"k14650","12 Feb 2010","12 Feb 2010",6,6,"Najaf"
"k14651","12 Feb 2010","12 Feb 2010",2,10,"Maysan"
"k14646","11 Feb 2010","11 Feb 2010",1,1,"Maysan"
"k14647","11 Feb 2010","11 Feb 2010",1,1,"Karbala"
"k14648","11 Feb 2010","11 Feb 2010",1,1,"Nineveh"
"k14641","10 Feb 2010","10 Feb 2010",1,1,"Baghdad"
"k14643","10 Feb 2010","10 Feb 2010",2,2,"Diyala"
"k14644","10 Feb 2010","10 Feb 2010",2,2,"Baghdad"
"k14645","10 Feb 2010","10 Feb 2010",1,1,"Nineveh"
"k14640","9 Feb 2010","9 Feb 2010",1,1,"Nineveh"
"k14638","8 Feb 2010","8 Feb 2010",1,1,"Baghdad"
"k14639","8 Feb 2010","8 Feb 2010",1,1,"Baghdad"
"k14634","7 Feb 2010","7 Feb 2010",1,1,"Baghdad"
"k14635","7 Feb 2010","7 Feb 2010",1,1,"Qadisiyyah"
"k14636","7 Feb 2010","7 Feb 2010",0,1,"Nineveh"
"k14637","7 Feb 2010","7 Feb 2010",1,1,"Nineveh"
"k14632","6 Feb 2010","6 Feb 2010",1,1,"Nineveh"
"k14633","6 Feb 2010","6 Feb 2010",1,1,"Nineveh"
"k14628","5 Feb 2010","5 Feb 2010",1,1,"Nineveh"
"k14630","5 Feb 2010","5 Feb 2010",41,43,"Karbala"
"k14631","5 Feb 2010","5 Feb 2010",1,1,"Baghdad"
"k14626","3 Feb 2010","4 Feb 2010",1,1,"Salah ad Din"
"k14627","4 Feb 2010","4 Feb 2010",1,1,"Nineveh"
"k14620","2 Feb 2010","3 Feb 2010",3,3,NA
"k14621","3 Feb 2010","3 Feb 2010",1,1,"Nineveh"
"k14622","3 Feb 2010","3 Feb 2010",1,1,"Nineveh"
"k14623","3 Feb 2010","3 Feb 2010",1,1,"Kirkuk"
"k14624","3 Feb 2010","3 Feb 2010",20,24,"Karbala"
"k14625","3 Feb 2010","3 Feb 2010",1,1,"Baghdad"
"k14622un","3 Feb 2010","3 Feb 2010",3,3,"Nineveh"
"k14616","2 Feb 2010","2 Feb 2010",0,1,"Nineveh"
"k14617","2 Feb 2010","2 Feb 2010",1,1,"Nineveh"
"k14618","2 Feb 2010","2 Feb 2010",1,1,NA
"k14619","2 Feb 2010","2 Feb 2010",1,1,"Nineveh"
"k14614","1 Feb 2010","1 Feb 2010",1,1,"Anbar"
"k14615","1 Feb 2010","1 Feb 2010",53,54,"Baghdad"
"k14629","1 Feb 2010","1 Feb 2010",2,2,"Nineveh"
"k14642","1 Feb 2010","1 Feb 2010",1,1,"Anbar"
"k14610","30 Jan 2010","30 Jan 2010",1,1,"Nineveh"
"k14611","30 Jan 2010","30 Jan 2010",2,3,"Salah ad Din"
"k14612","30 Jan 2010","30 Jan 2010",1,1,"Baghdad"
"k14613","30 Jan 2010","30 Jan 2010",0,1,"Nineveh"
"k14609","29 Jan 2010","29 Jan 2010",1,1,"Kirkuk"
"k14586","28 Jan 2010","28 Jan 2010",4,4,"Nineveh"
"k14587","28 Jan 2010","28 Jan 2010",1,1,"Salah ad Din"
"k14588","28 Jan 2010","28 Jan 2010",1,1,"Baghdad"
"k14608","28 Jan 2010","28 Jan 2010",1,1,"Baghdad"
"k14583","27 Jan 2010","27 Jan 2010",1,1,"Nineveh"
"k14584","27 Jan 2010","27 Jan 2010",1,1,"Nineveh"
"k14585","27 Jan 2010","27 Jan 2010",2,2,"Baghdad"
"k14579","26 Jan 2010","26 Jan 2010",1,1,"Nineveh"
"k14580","26 Jan 2010","26 Jan 2010",1,1,"Nineveh"
"k14581","26 Jan 2010","26 Jan 2010",1,1,"Diyala"
"k14582","26 Jan 2010","26 Jan 2010",21,22,"Baghdad"
"k14572","25 Jan 2010","25 Jan 2010",2,2,"Baghdad"
"k14573","25 Jan 2010","25 Jan 2010",2,2,"Kirkuk"
"k14574","25 Jan 2010","25 Jan 2010",2,2,"Nineveh"
"k14575","25 Jan 2010","25 Jan 2010",1,1,"Nineveh"
"k14576","25 Jan 2010","25 Jan 2010",1,1,"Nineveh"
"k14577","25 Jan 2010","25 Jan 2010",3,3,"Nineveh"
"k14578","25 Jan 2010","25 Jan 2010",38,41,"Baghdad"
"k14564","24 Jan 2010","24 Jan 2010",0,4,"Nineveh"
"k14565","22 Jan 2010","24 Jan 2010",1,1,"Wasit"
"k14566","24 Jan 2010","24 Jan 2010",1,1,"Nineveh"
"k14567","24 Jan 2010","24 Jan 2010",1,1,"Baghdad"
"k14568","24 Jan 2010","24 Jan 2010",4,4,"Nineveh"
"k14569","24 Jan 2010","24 Jan 2010",2,2,"Nineveh"
"k14570","24 Jan 2010","24 Jan 2010",8,8,"Anbar"
"k14571","24 Jan 2010","24 Jan 2010",1,1,"Anbar"
"k15556","24 Jan 2010","24 Jan 2010",1,1,"Salah ad Din"
"k14561","22 Jan 2010","23 Jan 2010",1,1,"Baghdad"
"k14562","23 Jan 2010","23 Jan 2010",1,1,"Nineveh"
"k14563","23 Jan 2010","23 Jan 2010",3,3,"Nineveh"
"k14552","20 Jan 2010","21 Jan 2010",2,2,"Nineveh"
"k14559","21 Jan 2010","21 Jan 2010",1,1,"Baghdad"
"k14560","21 Jan 2010","21 Jan 2010",1,1,"Baghdad"
"k14551","20 Jan 2010","20 Jan 2010",1,1,"Nineveh"
"k14553","20 Jan 2010","20 Jan 2010",0,1,"Diyala"
"k14554","20 Jan 2010","20 Jan 2010",1,1,"Nineveh"
"k14555","20 Jan 2010","20 Jan 2010",1,1,"Nineveh"
"k14556","20 Jan 2010","20 Jan 2010",1,1,"Kirkuk"
"k14557","20 Jan 2010","20 Jan 2010",1,1,"Babil"
"k14558","20 Jan 2010","20 Jan 2010",3,3,"Baghdad"
"k14550","19 Jan 2010","19 Jan 2010",1,1,"Salah ad Din"
"k14539","17 Jan 2010","18 Jan 2010",1,1,"Kirkuk"
"k14540","17 Jan 2010","18 Jan 2010",1,1,"Nineveh"
"k14545","18 Jan 2010","18 Jan 2010",1,1,"Nineveh"
"k14546","18 Jan 2010","18 Jan 2010",1,1,"Diyala"
"k14547","18 Jan 2010","18 Jan 2010",1,2,"Anbar"
"k14548","18 Jan 2010","18 Jan 2010",1,1,"Nineveh"
"k14549","18 Jan 2010","18 Jan 2010",5,5,"Baghdad"
"k14538","17 Jan 2010","17 Jan 2010",3,3,"Diyala"
"k14541","17 Jan 2010","17 Jan 2010",8,8,"Salah ad Din"
"k14542","17 Jan 2010","17 Jan 2010",1,1,"Nineveh"
"k14543","17 Jan 2010","17 Jan 2010",1,1,"Nineveh"
"k14544","17 Jan 2010","17 Jan 2010",1,1,"Baghdad"
"k14534","16 Jan 2010","16 Jan 2010",1,1,"Baghdad"
"k14535","16 Jan 2010","16 Jan 2010",1,1,"Kirkuk"
"k14536","16 Jan 2010","16 Jan 2010",2,2,"Baghdad"
"k14529","14 Jan 2010","14 Jan 2010",2,2,"Nineveh"
"k14530","14 Jan 2010","14 Jan 2010",1,1,NA
"k14531","14 Jan 2010","14 Jan 2010",1,1,"Diyala"
"k14532","14 Jan 2010","14 Jan 2010",1,1,"Diyala"
"k14533","14 Jan 2010","14 Jan 2010",25,25,"Najaf"
"k14525","13 Jan 2010","13 Jan 2010",1,1,"Diyala"
"k14526","13 Jan 2010","13 Jan 2010",1,1,NA
"k14527","13 Jan 2010","13 Jan 2010",7,7,"Anbar"
"k14528","13 Jan 2010","13 Jan 2010",1,1,"Baghdad"
"k14523","12 Jan 2010","12 Jan 2010",0,1,"Basra"
"k14524","12 Jan 2010","12 Jan 2010",4,4,"Diyala"
"k14520","11 Jan 2010","11 Jan 2010",1,1,"Kirkuk"
"k14521","11 Jan 2010","11 Jan 2010",1,1,"Nineveh"
"k14522","11 Jan 2010","11 Jan 2010",1,1,"Babil"
"k14518","9 Jan 2010","10 Jan 2010",1,1,"Kirkuk"
"k14519","10 Jan 2010","10 Jan 2010",1,1,"Nineveh"
"k14515","9 Jan 2010","9 Jan 2010",0,2,"Arbil"
"k14516","9 Jan 2010","9 Jan 2010",1,1,"Baghdad"
"k14517","9 Jan 2010","9 Jan 2010",1,1,"Nineveh"
"k14514","8 Jan 2010","8 Jan 2010",2,2,"Nineveh"
"k14512","7 Jan 2010","7 Jan 2010",6,7,"Anbar"
"k14513","7 Jan 2010","7 Jan 2010",1,1,NA
"k14508","6 Jan 2010","6 Jan 2010",5,5,"Babil"
"k14509","6 Jan 2010","6 Jan 2010",1,1,"Salah ad Din"
"k14510","6 Jan 2010","6 Jan 2010",2,2,"Nineveh"
"k14511","6 Jan 2010","6 Jan 2010",1,1,"Diyala"
"d4651","5 Jan 2010","6 Jan 2010",1,1,"Basra"
"k14502","2 Jan 2010","4 Jan 2010",1,1,"Babil"
"k14505","4 Jan 2010","4 Jan 2010",2,2,"Nineveh"
"k14506","4 Jan 2010","4 Jan 2010",3,3,"Nineveh"
"k14507","4 Jan 2010","4 Jan 2010",3,3,"Kirkuk"
"k14503","3 Jan 2010","3 Jan 2010",1,1,"Nineveh"
"k14504","3 Jan 2010","3 Jan 2010",3,3,"Nineveh"
"k14499","2 Jan 2010","2 Jan 2010",2,2,"Nineveh"
"k14500","2 Jan 2010","2 Jan 2010",0,1,NA
"k14501","2 Jan 2010","2 Jan 2010",1,1,"Baghdad"
"k14497","1 Jan 2010","1 Jan 2010",1,1,"Diyala"
"k14498","1 Jan 2010","1 Jan 2010",1,1,"Anbar"
"d4769","31 Dec 2009","31 Dec 2009",3,3,"Babil"
"k16971","1 Jan 2005","31 Dec 2009",20,20,"Anbar"
"k14495","30 Dec 2009","30 Dec 2009",6,7,"Diyala"
"k14496","30 Dec 2009","30 Dec 2009",1,1,"Salah ad Din"
"k15554","30 Dec 2009","30 Dec 2009",21,27,"Anbar"
"k15555","30 Dec 2009","30 Dec 2009",1,1,"Baghdad"
"k14466","29 Dec 2009","29 Dec 2009",2,2,"Baghdad"
"k14490","29 Dec 2009","29 Dec 2009",2,2,"Baghdad"
"k14491","29 Dec 2009","29 Dec 2009",2,2,"Baghdad"
"k14492","29 Dec 2009","29 Dec 2009",1,1,"Basra"
"k14493","29 Dec 2009","29 Dec 2009",1,1,"Nineveh"
"k14494","29 Dec 2009","29 Dec 2009",4,5,"Baghdad"
"k14487","28 Dec 2009","28 Dec 2009",2,2,"Nineveh"
"k14489","28 Dec 2009","28 Dec 2009",1,1,"Nineveh"
"k14488","27 Dec 2009","27 Dec 2009",5,5,"Salah ad Din"
"k14485","27 Dec 2009","27 Dec 2009",1,1,"Baghdad"
"k14486","27 Dec 2009","27 Dec 2009",1,1,"Kirkuk"
"k14476","26 Dec 2009","26 Dec 2009",1,1,"Salah ad Din"
"k14477","26 Dec 2009","26 Dec 2009",2,3,"Baghdad"
"k14478","26 Dec 2009","26 Dec 2009",1,1,"Baghdad"
"k14479","26 Dec 2009","26 Dec 2009",3,3,"Baghdad"
"k14480","26 Dec 2009","26 Dec 2009",2,2,"Baghdad"
"k14481","26 Dec 2009","26 Dec 2009",1,1,"Anbar"
"k14482","26 Dec 2009","26 Dec 2009",1,1,"Salah ad Din"
"k14483","26 Dec 2009","26 Dec 2009",1,1,"Baghdad"
"k14484","26 Dec 2009","26 Dec 2009",1,1,"Baghdad"
"k14464","24 Dec 2009","25 Dec 2009",1,1,"Baghdad"
"k14465","25 Dec 2009","25 Dec 2009",1,1,"Diyala"
"k14467","24 Dec 2009","25 Dec 2009",3,3,"Nineveh"
"k14468","25 Dec 2009","25 Dec 2009",2,2,"Najaf"
"k14469","25 Dec 2009","25 Dec 2009",1,1,"Nineveh"
"k14470","25 Dec 2009","25 Dec 2009",2,2,NA
"k14472","25 Dec 2009","25 Dec 2009",4,4,"Baghdad"
"k14473","25 Dec 2009","25 Dec 2009",6,6,"Baghdad"
"k14475","25 Dec 2009","25 Dec 2009",1,1,"Nineveh"
"k14451","24 Dec 2009","24 Dec 2009",1,1,"Nineveh"
"k14452","24 Dec 2009","24 Dec 2009",2,2,"Kirkuk"
"k14453","24 Dec 2009","24 Dec 2009",1,1,"Nineveh"
"k14454","24 Dec 2009","24 Dec 2009",1,1,"Kirkuk"
"k14455","24 Dec 2009","24 Dec 2009",1,1,"Karbala"
"k14456","24 Dec 2009","24 Dec 2009",1,1,"Diyala"
"k14457","24 Dec 2009","24 Dec 2009",1,1,"Baghdad"
"k14458","24 Dec 2009","24 Dec 2009",1,1,"Nineveh"
"k14459","24 Dec 2009","24 Dec 2009",5,9,"Baghdad"
"k14460","24 Dec 2009","24 Dec 2009",25,25,"Babil"
"k14461","24 Dec 2009","24 Dec 2009",1,1,"Baghdad"
"k14462","24 Dec 2009","24 Dec 2009",1,1,"Nineveh"
"k14463","24 Dec 2009","24 Dec 2009",1,1,"Kirkuk"
"k14471","24 Dec 2009","24 Dec 2009",3,4,"Baghdad"
"k14474","24 Dec 2009","24 Dec 2009",1,1,"Salah ad Din"
"k14440","23 Dec 2009","23 Dec 2009",2,2,"Diyala"
"k14441","22 Dec 2009","23 Dec 2009",1,1,"Basra"
"k14442","23 Dec 2009","23 Dec 2009",1,1,"Anbar"
"k14443","23 Dec 2009","23 Dec 2009",3,3,"Anbar"
"k14444","23 Dec 2009","23 Dec 2009",1,2,"Baghdad"
